         JobID        JobName     Elapsed     TotalCPU Alloc   MaxRSS      State 
245621.extern  extern            00:00:27     00:00:00   320    1348K COMPLETED  
245621.0       emod3d-mpi        00:00:24     02:01:08   320    3776K COMPLETED  
245622         fdrun-mpi_ish+    00:00:26     01:59:57   320          COMPLETED  
245622.batch   batch             00:00:26    00:29.396    80    3008K COMPLETED  
245622.extern  extern            00:00:26     00:00:00   320    1352K COMPLETED  
245622.0       emod3d-mpi        00:00:23     01:59:27   320    3764K COMPLETED  
245623         fdrun-mpi_ish+    00:00:23     01:50:02   320          COMPLETED  
245623.batch   batch             00:00:23    00:29.364    80    3012K COMPLETED  
245623.extern  extern            00:00:24     00:00:00   320    1348K COMPLETED  
245623.0       emod3d-mpi        00:00:22     01:49:32   320    3752K COMPLETED  
245624         fdrun-mpi_ish+    00:00:26     02:01:33   320          COMPLETED  
245624.batch   batch             00:00:26    00:29.428    80    3008K COMPLETED  
245624.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
245624.0       emod3d-mpi        00:00:24     02:01:03   320    3752K COMPLETED  
245625         fdrun-mpi_ish+    00:00:24     01:49:04   320          COMPLETED  
245625.batch   batch             00:00:24    00:29.428    80    3008K COMPLETED  
245625.extern  extern            00:00:24     00:00:00   320    1352K COMPLETED  
245625.0       emod3d-mpi        00:00:22     01:48:35   320    3756K COMPLETED  
245626         fdrun-mpi_ish+    00:00:26     02:00:59   320          COMPLETED  
245626.batch   batch             00:00:26    00:29.440    80   12260K COMPLETED  
245626.extern  extern            00:00:26     00:00:00   320    1352K COMPLETED  
245626.0       emod3d-mpi        00:00:24     02:00:30   320   15640K COMPLETED  
245627         FWT_emod3d_sh+    00:01:57     09:22:12   320          COMPLETED  
245627.batch   batch             00:01:57    00:29.624    80   12256K COMPLETED  
245627.extern  extern            00:01:57     00:00:00   320    1348K COMPLETED  
245627.0       emod3d-mpi        00:00:36     02:45:23   320   15888K COMPLETED  
245627.1       merge_P3-mpi      00:01:17     06:36:20   320  144576K COMPLETED  
245628         FWT_emod3d_sh+    00:01:40     07:52:18   320          COMPLETED  
245628.batch   batch             00:01:40    00:29.664    80   13224K COMPLETED  
245628.extern  extern            00:01:40     00:00:00   320    1348K COMPLETED  
245628.0       emod3d-mpi        00:00:41     03:13:16   320   15656K COMPLETED  
245628.1       merge_P3-mpi      00:00:55     04:38:32   320  142728K COMPLETED  
245629         FWT_emod3d_sh+    00:01:38     07:43:29   320          COMPLETED  
245629.batch   batch             00:01:38    00:29.764    80   13204K COMPLETED  
245629.extern  extern            00:01:38     00:00:00   320    1348K COMPLETED  
245629.0       emod3d-mpi        00:00:36     02:45:32   320   15692K COMPLETED  
245629.1       merge_P3-mpi      00:00:58     04:57:28   320  143764K COMPLETED  
245630         FWT_emod3d_sh+    00:01:36     07:29:37   320          COMPLETED  
245630.batch   batch             00:01:36    00:29.720    80   13208K COMPLETED  
245630.extern  extern            00:01:37     00:00:00   320    1348K COMPLETED  
245630.0       emod3d-mpi        00:00:36     02:42:28   320   15744K COMPLETED  
245630.1       merge_P3-mpi      00:00:57     04:46:39   320  146684K COMPLETED  
245631         fdrun-mpi_ish+    00:00:24     01:49:40   320          COMPLETED  
245631.batch   batch             00:00:24    00:29.448    80    3744K COMPLETED  
245631.extern  extern            00:00:24     00:00:00   320       4K COMPLETED  
245631.0       emod3d-mpi        00:00:21     01:49:11   320    3756K COMPLETED  
245632         fdrun-mpi_ish+    00:00:27     02:05:39   320          COMPLETED  
245632.batch   batch             00:00:27    00:29.460    80    3748K COMPLETED  
245632.extern  extern            00:00:27     00:00:00   320    1352K COMPLETED  
245632.0       emod3d-mpi        00:00:25     02:05:09   320    3760K COMPLETED  
245633         adj_test.sl       00:00:05    01:03.692    80          COMPLETED  
245633.batch   batch             00:00:05    00:00.156    80    3748K COMPLETED  
245633.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245633.0       python            00:00:04    01:03.536     1    3728K COMPLETED  
245634         adj_test.sl       00:00:06    00:59.456    80          COMPLETED  
245634.batch   batch             00:00:06    00:00.164    80    3744K COMPLETED  
245634.extern  extern            00:00:06     00:00:00    80    2876K COMPLETED  
245634.0       python            00:00:05    00:59.292     1    3728K COMPLETED  
245635         adj_test.sl       00:00:05    00:58.768    80          COMPLETED  
245635.batch   batch             00:00:05    00:00.156    80    3744K COMPLETED  
245635.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245635.0       python            00:00:05    00:58.612     1    3728K COMPLETED  
245636         adj_test.sl       00:00:05    01:08.680    80          COMPLETED  
245636.batch   batch             00:00:05    00:00.160    80    3744K COMPLETED  
245636.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
245636.0       python            00:00:05    01:08.520     1    3728K COMPLETED  
245637         FWT_emod3d_sh+    00:02:00     09:39:01   320          COMPLETED  
245637.batch   batch             00:02:00    00:00.756    80   12256K COMPLETED  
245637.extern  extern            00:02:00     00:00:00   320     748K COMPLETED  
245637.0       emod3d-mpi        00:00:41     03:06:27   320   15736K COMPLETED  
245637.1       merge_P3-mpi      00:01:17     06:32:33   320  145900K COMPLETED  
245638         FWT_emod3d_sh+    00:01:36     07:36:09   320          COMPLETED  
245638.batch   batch             00:01:36    00:00.776    80   13224K COMPLETED  
245638.extern  extern            00:01:37     00:00:00   320    2876K COMPLETED  
245638.0       emod3d-mpi        00:00:38     02:57:35   320   15748K COMPLETED  
245638.1       merge_P3-mpi      00:00:54     04:38:33   320  142716K COMPLETED  
245639         FWT_emod3d_sh+    00:01:32     07:11:29   320          COMPLETED  
245639.batch   batch             00:01:32    00:00.760    80   13204K COMPLETED  
245639.extern  extern            00:01:32     00:00:00   320    1348K COMPLETED  
245639.0       emod3d-mpi        00:00:34     02:32:56   320   15764K COMPLETED  
245639.1       merge_P3-mpi      00:00:55     04:38:32   320  144044K COMPLETED  
245640         FWT_emod3d_sh+    00:01:40     07:53:52   320          COMPLETED  
245640.batch   batch             00:01:40    00:00.756    80   13208K COMPLETED  
245640.extern  extern            00:01:40     00:00:00   320     748K COMPLETED  
245640.0       emod3d-mpi        00:00:38     02:56:39   320   15768K COMPLETED  
245640.1       merge_P3-mpi      00:00:58     04:57:12   320  145880K COMPLETED  
245641         fdrun-mpi_ish+    00:00:27     02:03:10   320          COMPLETED  
245641.batch   batch             00:00:27    00:29.432    80    3744K COMPLETED  
245641.extern  extern            00:00:27     00:00:00   320       4K COMPLETED  
245641.0       emod3d-mpi        00:00:24     02:02:40   320    3756K COMPLETED  
245642         fdrun-mpi_ish+    00:00:26     01:59:41   320          COMPLETED  
245642.batch   batch             00:00:26    00:29.512    80    3744K COMPLETED  
245642.extern  extern            00:00:27     00:00:00   320    1352K COMPLETED  
245642.0       emod3d-mpi        00:00:23     01:59:12   320    3764K COMPLETED  
245643         fdrun-mpi_ish+    00:00:25     01:56:48   320          COMPLETED  
245643.batch   batch             00:00:25    00:29.412    80   13200K COMPLETED  
245643.extern  extern            00:00:25     00:00:00   320    1348K COMPLETED  
245643.0       emod3d-mpi        00:00:23     01:56:18   320   15764K COMPLETED  
245644         kernel_shot_i+    00:01:29    01:11.956    80          COMPLETED  
245644.batch   batch             00:01:29    00:00.156    80   13104K COMPLETED  
245644.extern  extern            00:01:29     00:00:00    80    1348K COMPLETED  
245644.0       python            00:01:29    01:11.800     1 3492529+ COMPLETED  
245646         kernel_shot_i+    00:01:32    01:12.284    80          COMPLETED  
245646.batch   batch             00:01:32    00:00.160    80   13048K COMPLETED  
245646.extern  extern            00:01:33     00:00:00    80     748K COMPLETED  
245646.0       python            00:01:31    01:12.124     1 2903968+ COMPLETED  
245648         kernel_shot_i+    00:01:30    01:12.496    80          COMPLETED  
245648.batch   batch             00:01:30    00:00.160    80   13044K COMPLETED  
245648.extern  extern            00:01:31     00:00:00    80    1348K COMPLETED  
245648.0       python            00:01:30    01:12.336     1 3343844+ COMPLETED  
245649         kernel_shot_i+    00:01:31    01:12.880    80          COMPLETED  
245649.batch   batch             00:01:31    00:00.160    80   13112K COMPLETED  
245649.extern  extern            00:01:31     00:00:00    80    1348K COMPLETED  
245649.0       python            00:01:30    01:12.720     1 3373168+ COMPLETED  
245650         FWT_emod3d_sh+    00:02:05     09:59:43   320          COMPLETED  
245650.batch   batch             00:02:05    00:29.804    80   12252K COMPLETED  
245650.extern  extern            00:02:05     00:00:00   320     748K COMPLETED  
245650.0       emod3d-mpi        00:00:45     03:31:22   320   15716K COMPLETED  
245650.1       merge_P3-mpi      00:01:16     06:27:50   320  145864K COMPLETED  
245651         FWT_emod3d_sh+    00:01:34     07:31:16   320          COMPLETED  
245651.batch   batch             00:01:34    00:00.708    80   13208K COMPLETED  
245651.extern  extern            00:01:35     00:00:00   320    1348K COMPLETED  
245651.0       emod3d-mpi        00:00:32     02:27:59   320  152412K COMPLETED  
245651.1       merge_P3-mpi      00:01:00     05:03:17   320  143512K COMPLETED  
245652         FWT_emod3d_sh+    00:01:41     07:56:18   320          COMPLETED  
245652.batch   batch             00:01:41    00:29.640    80   13204K COMPLETED  
245652.extern  extern            00:01:41     00:00:00   320    1352K COMPLETED  
245652.0       emod3d-mpi        00:00:41     03:06:48   320   15664K COMPLETED  
245652.1       merge_P3-mpi      00:00:57     04:49:00   320  142732K COMPLETED  
245653         FWT_emod3d_sh+    00:01:38     07:44:47   320          COMPLETED  
245653.batch   batch             00:01:38    00:29.652    80   13224K COMPLETED  
245653.extern  extern            00:01:38     00:00:00   320    1348K COMPLETED  
245653.0       emod3d-mpi        00:00:40     03:07:36   320   15676K COMPLETED  
245653.1       merge_P3-mpi      00:00:54     04:36:41   320  144056K COMPLETED  
245654         FWT_emod3d_sh+    00:01:12     05:35:29   320          CANCELLED+ 
245654.batch   batch             00:01:12    00:00.340    80   13236K CANCELLED  
245654.extern  extern            00:01:12     00:00:00   320    1352K COMPLETED  
245654.0       emod3d-mpi        00:00:32     02:22:19   320  152392K COMPLETED  
245654.1       merge_P3-mpi      00:00:38     03:13:10   320  149056K CANCELLED  
245655         FWT_emod3d_sh+    00:01:09     05:21:51   320          CANCELLED+ 
245655.batch   batch             00:01:09    00:00.344    80   13268K CANCELLED  
245655.extern  extern            00:01:09     00:00:00   320    1348K COMPLETED  
245655.0       emod3d-mpi        00:00:37     02:51:43   320   15716K COMPLETED  
245655.1       merge_P3-mpi      00:00:30     02:30:07   320    3752K CANCELLED  
245656         FWT_emod3d_sh+    00:00:45     03:14:16   320          CANCELLED+ 
245656.batch   batch             00:00:45    00:00.336    80   13208K CANCELLED  
245656.extern  extern            00:00:45     00:00:00   320    1352K COMPLETED  
245656.0       emod3d-mpi        00:00:41     03:08:20   320   15940K COMPLETED  
245656.1       merge_P3-mpi      00:00:02    05:54.960   320    3764K CANCELLED  
245657         FWT_emod3d_sh+    00:00:44     03:06:42   320          CANCELLED+ 
245657.batch   batch             00:00:44    00:00.348    80   13216K CANCELLED  
245657.extern  extern            00:00:44     00:00:00   320    1348K COMPLETED  
245657.0       emod3d-mpi        00:00:39     03:00:50   320   15692K COMPLETED  
245657.1       merge_P3-mpi      00:00:02    05:52.132   320    3756K CANCELLED  
245658         FWT_emod3d_sh+    00:02:03     09:53:31   320          COMPLETED  
245658.batch   batch             00:02:03    00:29.652    80   12252K COMPLETED  
245658.extern  extern            00:02:03     00:00:00   320    1348K COMPLETED  
245658.0       emod3d-mpi        00:00:46     03:37:08   320   15928K COMPLETED  
245658.1       merge_P3-mpi      00:01:13     06:15:52   320  145612K COMPLETED  
245659         FWT_emod3d_sh+    00:01:39     07:48:59   320          COMPLETED  
245659.batch   batch             00:01:39    00:29.628    80   13208K COMPLETED  
245659.extern  extern            00:01:39     00:00:00   320    1352K COMPLETED  
245659.0       emod3d-mpi        00:00:37     02:52:57   320   15656K COMPLETED  
245659.1       merge_P3-mpi      00:00:58     04:55:32   320  144316K COMPLETED  
245660         FWT_emod3d_sh+    00:01:46     08:22:00   320          COMPLETED  
245660.batch   batch             00:01:46    00:29.576    80   13204K COMPLETED  
245660.extern  extern            00:01:47     00:00:00   320    1352K COMPLETED  
245660.0       emod3d-mpi        00:00:43     03:23:26   320   15648K COMPLETED  
245660.1       merge_P3-mpi      00:00:58     04:58:03   320  142980K COMPLETED  
245661         FWT_emod3d_sh+    00:01:45     08:16:34   320          COMPLETED  
245661.batch   batch             00:01:45    00:29.684    80   13224K COMPLETED  
245661.extern  extern            00:01:45     00:00:00   320    1348K COMPLETED  
245661.0       emod3d-mpi        00:00:44     03:27:01   320   15880K COMPLETED  
245661.1       merge_P3-mpi      00:00:57     04:49:03   320  143772K COMPLETED  
245662         FWT_emod3d_sh+    00:01:46     08:22:21   320          COMPLETED  
245662.batch   batch             00:01:46    00:29.656    80   13236K COMPLETED  
245662.extern  extern            00:01:46     00:00:00   320    1348K COMPLETED  
245662.0       emod3d-mpi        00:00:38     02:55:12   320   15708K COMPLETED  
245662.1       merge_P3-mpi      00:01:04     05:26:39   320  150900K COMPLETED  
245663         FWT_emod3d_sh+    00:01:42     08:01:53   320          COMPLETED  
245663.batch   batch             00:01:42    00:29.640    80   13268K COMPLETED  
245663.extern  extern            00:01:42     00:00:00   320    2876K COMPLETED  
245663.0       emod3d-mpi        00:00:38     02:54:31   320   15796K COMPLETED  
245663.1       merge_P3-mpi      00:01:00     05:06:51   320  148008K COMPLETED  
245664         FWT_emod3d_sh+    00:01:43     08:04:45   320          COMPLETED  
245664.batch   batch             00:01:43    00:29.716    80   13216K COMPLETED  
245664.extern  extern            00:01:43     00:00:00   320     748K COMPLETED  
245664.0       emod3d-mpi        00:00:36     02:47:21   320   15704K COMPLETED  
245664.1       merge_P3-mpi      00:01:02     05:16:54   320  150904K COMPLETED  
245665         FWT_emod3d_sh+    00:01:52     08:55:27   320          COMPLETED  
245665.batch   batch             00:01:52    00:29.724    80   13208K COMPLETED  
245665.extern  extern            00:01:52     00:00:00   320    1352K COMPLETED  
245665.0       emod3d-mpi        00:00:35     02:40:08   320   15920K COMPLETED  
245665.1       merge_P3-mpi      00:01:13     06:14:49   320  146684K COMPLETED  
245666         adj_test.sl       00:00:01    00:00.520    80          COMPLETED  
245666.batch   batch             00:00:01    00:00.164    80    3756K COMPLETED  
245666.extern  extern            00:00:01     00:00:00    80    1352K COMPLETED  
245666.0       python            00:00:01    00:00.356     1    3724K FAILED     
245667         adj_test.sl       00:00:07    01:08.016    80          COMPLETED  
245667.batch   batch             00:00:07    00:00.160    80   13052K COMPLETED  
245667.extern  extern            00:00:07     00:00:00    80    1348K COMPLETED  
245667.0       python            00:00:07    01:07.856     1   50696K COMPLETED  
245668         adj_test.sl       00:00:05    00:52.952    80          COMPLETED  
245668.batch   batch             00:00:05    00:00.160    80   13052K COMPLETED  
245668.extern  extern            00:00:05     00:00:00    80     748K COMPLETED  
245668.0       python            00:00:05    00:52.792     1   45288K COMPLETED  
245669         adj_test.sl       00:00:06    01:08.020    80          COMPLETED  
245669.batch   batch             00:00:06    00:00.164    80    3744K COMPLETED  
245669.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
245669.0       python            00:00:05    01:07.856     1    3728K COMPLETED  
245670         FWT_emod3d_sh+    00:01:38     08:08:42   320          COMPLETED  
245670.batch   batch             00:01:38    00:00.432    80   12252K COMPLETED  
245670.extern  extern            00:01:38     00:00:00   320    1348K COMPLETED  
245670.0       emod3d-mpi        00:00:05    16:31.204   320   13240K CANCELLED  
245670.1       merge_P3-mpi      00:01:32     07:52:11   320  147464K COMPLETED  
245671         FWT_emod3d_sh+    00:01:36     07:35:11   320          COMPLETED  
245671.batch   batch             00:01:36    00:00.788    80   13224K COMPLETED  
245671.extern  extern            00:01:36     00:00:00   320    1348K COMPLETED  
245671.0       emod3d-mpi        00:00:37     02:46:21   320   15788K COMPLETED  
245671.1       merge_P3-mpi      00:00:57     04:48:49   320  143240K COMPLETED  
245672         FWT_emod3d_sh+    00:01:37     07:42:42   320          COMPLETED  
245672.batch   batch             00:01:37    00:00.748    80   13204K COMPLETED  
245672.extern  extern            00:01:37     00:00:00   320    1352K COMPLETED  
245672.0       emod3d-mpi        00:00:34     02:31:07   320   15736K COMPLETED  
245672.1       merge_P3-mpi      00:01:01     05:11:34   320  146948K COMPLETED  
245673         FWT_emod3d_sh+    00:01:41     07:52:23   320          COMPLETED  
245673.batch   batch             00:01:41    00:00.792    80   13236K COMPLETED  
245673.extern  extern            00:01:41     00:00:00   320    1348K COMPLETED  
245673.0       emod3d-mpi        00:00:34     02:29:38   320   46624K COMPLETED  
245673.1       merge_P3-mpi      00:01:03     05:22:44   320  151420K COMPLETED  
245674         adj_test.sl       00:00:06    01:01.736    80          COMPLETED  
245674.batch   batch             00:00:06    00:00.160    80    3744K COMPLETED  
245674.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245674.0       python            00:00:06    01:01.576     1    3728K COMPLETED  
245675         adj_test.sl       00:00:07    01:15.044    80          COMPLETED  
245675.batch   batch             00:00:07    00:00.156    80    3748K COMPLETED  
245675.extern  extern            00:00:07     00:00:00    80       4K COMPLETED  
245675.0       python            00:00:06    01:14.888     1    3724K COMPLETED  
245676         adj_test.sl       00:00:01    00:00.512    80          COMPLETED  
245676.batch   batch             00:00:01    00:00.160    80    1668K COMPLETED  
245676.extern  extern            00:00:01     00:00:00    80    1348K COMPLETED  
245676.0       python            00:00:01    00:00.352     1    3728K FAILED     
245677         adj_test.sl       00:00:01    00:00.524    80          COMPLETED  
245677.batch   batch             00:00:01    00:00.160    80    3744K COMPLETED  
245677.extern  extern            00:00:02     00:00:00    80    1348K COMPLETED  
245677.0       python            00:00:01    00:00.364     1    3724K FAILED     
245678         FWT_emod3d_sh+    00:01:47     08:29:33   320          COMPLETED  
245678.batch   batch             00:01:47    00:00.804    80   13268K COMPLETED  
245678.extern  extern            00:01:47     00:00:00   320    1348K COMPLETED  
245678.0       emod3d-mpi        00:00:43     03:16:43   320   15760K COMPLETED  
245678.1       merge_P3-mpi      00:01:01     05:12:49   320  150908K COMPLETED  
245679         FWT_emod3d_sh+    00:01:41     07:51:45   320          COMPLETED  
245679.batch   batch             00:01:41    00:00.772    80   13216K COMPLETED  
245679.extern  extern            00:01:41     00:00:00   320    1348K COMPLETED  
245679.0       emod3d-mpi        00:00:36     02:40:43   320   15760K COMPLETED  
245679.1       merge_P3-mpi      00:01:01     05:11:01   320  148804K COMPLETED  
245680         FWT_emod3d_sh+    00:01:29     07:23:05   320          COMPLETED  
245680.batch   batch             00:01:29    00:00.428    80   13204K COMPLETED  
245680.extern  extern            00:01:29     00:00:00   320    1348K COMPLETED  
245680.0       emod3d-mpi        00:00:04    14:16.320   320   11920K CANCELLED  
245680.1       merge_P3-mpi      00:01:23     07:08:48   320  145632K COMPLETED  
245681         FWT_emod3d_sh+    00:01:24     06:51:05   320          COMPLETED  
245681.batch   batch             00:01:24    00:00.432    80   12252K COMPLETED  
245681.extern  extern            00:01:24     00:00:00   320    1348K COMPLETED  
245681.0       emod3d-mpi        00:00:04    15:05.840   320   13240K CANCELLED  
245681.1       merge_P3-mpi      00:01:18     06:35:58   320  145072K COMPLETED  
245683         kernel_shot_i+    00:01:57    01:14.596    80          COMPLETED  
245683.batch   batch             00:01:57    00:00.160    80   13040K COMPLETED  
245683.extern  extern            00:01:57     00:00:00    80    1352K COMPLETED  
245683.0       python            00:01:57    01:14.436     1 3538214+ COMPLETED  
245684         kernel_shot_i+    00:02:11    01:12.648    80          COMPLETED  
245684.batch   batch             00:02:11    00:00.160    80   13040K COMPLETED  
245684.extern  extern            00:02:11     00:00:00    80     748K COMPLETED  
245684.0       python            00:02:10    01:12.488     1 3433042+ COMPLETED  
245685         kernel_shot_i+    00:02:05    01:11.048    80          COMPLETED  
245685.batch   batch             00:02:05    00:00.156    80   13044K COMPLETED  
245685.extern  extern            00:02:05     00:00:00    80    1352K COMPLETED  
245685.0       python            00:02:04    01:10.892     1 3540542+ COMPLETED  
245686         kernel_shot_i+    00:01:40    01:11.464    80          COMPLETED  
245686.batch   batch             00:01:40    00:00.164    80   13036K COMPLETED  
245686.extern  extern            00:01:40     00:00:00    80     748K COMPLETED  
245686.0       python            00:01:39    01:11.300     1 3422455+ COMPLETED  
245687         kernel_shot_i+    00:01:32    01:13.716    80          COMPLETED  
245687.batch   batch             00:01:32    00:00.160    80   13044K COMPLETED  
245687.extern  extern            00:01:32     00:00:00    80    1348K COMPLETED  
245687.0       python            00:01:31    01:13.556     1 3379722+ COMPLETED  
245688         kernel_shot_i+    00:01:30    01:12.688    80          COMPLETED  
245688.batch   batch             00:01:30    00:00.168    80   13112K COMPLETED  
245688.extern  extern            00:01:31     00:00:00    80     748K COMPLETED  
245688.0       python            00:01:29    01:12.520     1 3440917+ COMPLETED  
245689         kernel_shot_i+    00:01:30    01:11.732    80          COMPLETED  
245689.batch   batch             00:01:30    00:00.160    80   13104K COMPLETED  
245689.extern  extern            00:01:30     00:00:00    80     748K COMPLETED  
245689.0       python            00:01:29    01:11.572     1 3481309+ COMPLETED  
245690         kernel_shot_i+    00:01:30    01:12.380    80          COMPLETED  
245690.batch   batch             00:01:30    00:00.160    80   13048K COMPLETED  
245690.extern  extern            00:01:30     00:00:00    80     748K COMPLETED  
245690.0       python            00:01:29    01:12.220     1 3472009+ COMPLETED  
245691         FWT_emod3d_sh+    00:01:55     09:07:36   320          COMPLETED  
245691.batch   batch             00:01:55    00:29.660    80   12252K COMPLETED  
245691.extern  extern            00:01:55     00:00:00   320    2876K COMPLETED  
245691.0       emod3d-mpi        00:00:41     03:09:33   320   15708K COMPLETED  
245691.1       merge_P3-mpi      00:01:10     05:57:33   320  143.50M COMPLETED  
245692         FWT_emod3d_sh+    00:01:38     07:41:27   320          COMPLETED  
245692.batch   batch             00:01:38    00:29.672    80   13208K COMPLETED  
245692.extern  extern            00:01:38     00:00:00   320    1348K COMPLETED  
245692.0       emod3d-mpi        00:00:37     02:49:51   320  152408K COMPLETED  
245692.1       merge_P3-mpi      00:00:57     04:51:06   320  143504K COMPLETED  
245693         FWT_emod3d_sh+    00:01:42     07:57:58   320          COMPLETED  
245693.batch   batch             00:01:42    00:29.724    80   13204K COMPLETED  
245693.extern  extern            00:01:42     00:00:00   320    1348K COMPLETED  
245693.0       emod3d-mpi        00:00:41     03:09:09   320   15824K COMPLETED  
245693.1       merge_P3-mpi      00:00:57     04:48:19   320  142196K COMPLETED  
245694         FWT_emod3d_sh+    00:01:42     08:01:07   320          COMPLETED  
245694.batch   batch             00:01:42    00:29.660    80   13224K COMPLETED  
245694.extern  extern            00:01:42     00:00:00   320    1352K COMPLETED  
245694.0       emod3d-mpi        00:00:43     03:24:29   320   15676K COMPLETED  
245694.1       merge_P3-mpi      00:00:54     04:36:08   320  144312K COMPLETED  
245695         adj_test.sl       00:00:05    01:01.096    80          COMPLETED  
245695.batch   batch             00:00:05    00:00.160    80    3744K COMPLETED  
245695.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245695.0       python            00:00:05    01:00.936     1    3728K COMPLETED  
245696         adj_test.sl       00:00:05    00:58.972    80          COMPLETED  
245696.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
245696.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245696.0       python            00:00:05    00:58.808     1    3724K COMPLETED  
245697         adj_test.sl       00:00:05    00:42.896    80          COMPLETED  
245697.batch   batch             00:00:05    00:00.160    80    3744K COMPLETED  
245697.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245697.0       python            00:00:05    00:42.736     1    3728K COMPLETED  
245698         adj_test.sl       00:00:06    01:00.404    80          COMPLETED  
245698.batch   batch             00:00:06    00:00.156    80    3744K COMPLETED  
245698.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245698.0       python            00:00:05    01:00.248     1    3728K COMPLETED  
245707         FWT_emod3d_sh+    00:01:42     08:01:54   320          COMPLETED  
245707.batch   batch             00:01:42    00:00.744    80   13216K COMPLETED  
245707.extern  extern            00:01:42     00:00:00   320    1352K COMPLETED  
245707.0       emod3d-mpi        00:00:39     02:55:13   320   15760K COMPLETED  
245707.1       merge_P3-mpi      00:01:00     05:06:39   320  150092K COMPLETED  
245712         FWT_emod3d_sh+    00:01:42     08:04:40   320          COMPLETED  
245712.batch   batch             00:01:42    00:00.772    80   13204K COMPLETED  
245712.extern  extern            00:01:43     00:00:00   320    1348K COMPLETED  
245712.0       emod3d-mpi        00:00:40     03:07:12   320   15.50M COMPLETED  
245712.1       merge_P3-mpi      00:00:58     04:57:27   320  142736K COMPLETED  
245713         FWT_emod3d_sh+    00:01:36     07:29:41   320          COMPLETED  
245713.batch   batch             00:01:36    00:00.768    80   13224K COMPLETED  
245713.extern  extern            00:01:36     00:00:00   320    1348K COMPLETED  
245713.0       emod3d-mpi        00:00:36     02:41:19   320   15732K COMPLETED  
245713.1       merge_P3-mpi      00:00:57     04:48:21   320  142972K COMPLETED  
245718         FWT_emod3d_sh+    00:01:35     07:21:26   320          COMPLETED  
245718.batch   batch             00:01:35    00:00.772    80   13208K COMPLETED  
245718.extern  extern            00:01:35     00:00:00   320    1352K COMPLETED  
245718.0       emod3d-mpi        00:00:32     02:26:41   320  145316K COMPLETED  
245718.1       merge_P3-mpi      00:00:58     04:54:44   320  142968K COMPLETED  
245731         FWT_emod3d_sh+    00:01:39     07:45:17   320          COMPLETED  
245731.batch   batch             00:01:39    00:29.600    80   13268K COMPLETED  
245731.extern  extern            00:01:39     00:00:00   320    1352K COMPLETED  
245731.0       emod3d-mpi        00:00:36     02:41:16   320   15684K COMPLETED  
245731.1       merge_P3-mpi      00:00:59     05:03:30   320  149564K COMPLETED  
245732         FWT_emod3d_sh+    00:01:48     08:35:57   320          COMPLETED  
245732.batch   batch             00:01:48    00:29.640    80   12256K COMPLETED  
245732.extern  extern            00:01:49     00:00:00   320    1348K COMPLETED  
245732.0       emod3d-mpi        00:00:35     02:43:10   320   15796K COMPLETED  
245732.1       merge_P3-mpi      00:01:08     05:52:17   320  146416K COMPLETED  
245733         kernel_shot_i+    00:01:55    01:13.292    80          COMPLETED  
245733.batch   batch             00:01:55    00:00.156    80   13048K COMPLETED  
245733.extern  extern            00:01:55     00:00:00    80    1348K COMPLETED  
245733.0       python            00:01:54    01:13.136     1 3540542+ COMPLETED  
245734         kernel_shot_i+    00:01:29    01:11.168    80          COMPLETED  
245734.batch   batch             00:01:29    00:00.160    80   13036K COMPLETED  
245734.extern  extern            00:01:29     00:00:00    80     748K COMPLETED  
245734.0       python            00:01:28    01:11.008     1 3519371+ COMPLETED  
245735         kernel_shot_i+    00:01:28    01:09.868    80          COMPLETED  
245735.batch   batch             00:01:28    00:00.160    80   13112K COMPLETED  
245735.extern  extern            00:01:28     00:00:00    80    1352K COMPLETED  
245735.0       python            00:01:27    01:09.708     1 3538214+ COMPLETED  
245736         kernel_shot_i+    00:01:52    01:09.832    80          COMPLETED  
245736.batch   batch             00:01:52    00:00.160    80   13040K COMPLETED  
245736.extern  extern            00:01:52     00:00:00    80     748K COMPLETED  
245736.0       python            00:01:51    01:09.672     1 3190024+ COMPLETED  
245737         adj_test.sl       00:00:02    00:00.532    80          COMPLETED  
245737.batch   batch             00:00:02    00:00.164    80    3744K COMPLETED  
245737.extern  extern            00:00:02     00:00:00    80    1348K COMPLETED  
245737.0       python            00:00:01    00:00.368     1    3724K FAILED     
245738         adj_test.sl       00:00:02    00:00.528    80          COMPLETED  
245738.batch   batch             00:00:02    00:00.164    80    3748K COMPLETED  
245738.extern  extern            00:00:02     00:00:00    80    1348K COMPLETED  
245738.0       python            00:00:01    00:00.364     1    3736K FAILED     
245739         FWT_emod3d_sh+    00:01:09     05:34:01   320          COMPLETED  
245739.batch   batch             00:01:09    00:00.436    80   13208K COMPLETED  
